registrar_id,hostname,ip,timestamp
4237,google-proxy-66-249-80-6.google.com.,66.249.80.6,2016-10-31 15:14:37.486
1757,google-proxy-66-102-8-196.google.com.,66.102.8.196,2016-10-31 15:14:45.341
2726,mail0.ess.barracuda.com.,64.235.153.11,2016-10-31 13:19:52.897
2726,mail0.ess.barracuda.com.,173.14.136.181,2016-10-31 13:44:50.976
2726,mail0.ess.barracuda.com.,173.14.136.181,2016-10-31 13:44:51.122
2726,mail0.ess.barracuda.com.,173.14.136.181,2016-10-31 13:54:01.133
2726,mail0.ess.barracuda.com.,173.14.136.181,2016-10-31 15:14:46.844
4871,,216.37.148.100,2016-10-31 15:14:57.052
4871,,216.37.148.100,2016-10-31 15:14:58.061
5210,ip207233.pat.wvnet.edu.,129.71.207.233,2016-10-31 15:15:00.785
3404,174-125-246-156.dyn.centurytel.net.,174.125.246.156,2016-10-31 15:15:02.280
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 14:28:37.578
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 14:28:51.025
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 14:28:57.901
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 14:28:57.990
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 15:14:54.986
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 15:15:03.276
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 15:15:06.158
4243,mail.bedfordmi.org.,72.240.12.23,2016-10-31 15:15:06.336
6016,15-83-107-97.static.cm-pool.d-pcomm.com.,97.107.83.15,2016-10-31 15:15:06.031
9528,static-173-235-31-82.cspire.com.,173.235.31.82,2016-10-31 15:15:21.015
197,,69.55.201.173,2016-10-31 15:15:22.372
197,,69.55.201.173,2016-10-31 15:15:22.752
2197,,164.119.71.72,2016-10-31 15:15:26.368
2197,,164.119.71.72,2016-10-31 15:15:26.519
5022,google-proxy-66-249-88-14.google.com.,66.249.88.14,2016-10-31 15:15:33.191
3289,,162.246.4.34,2016-10-31 15:15:34.221
8528,,205.204.187.115,2016-10-31 15:15:36.694
8528,,205.204.187.115,2016-10-31 15:15:37.893
5230,rrcs-71-42-245-12.sw.biz.rr.com.,71.42.245.12,2016-10-31 15:15:47.109
5230,rrcs-71-42-245-12.sw.biz.rr.com.,71.42.245.12,2016-10-31 15:15:47.107
7966,union-co-175.eoni.com.,216.228.201.175,2016-10-31 15:16:10.727
7966,union-co-175.eoni.com.,216.228.201.175,2016-10-31 15:16:10.737
2460,google-proxy-66-102-6-76.google.com.,66.102.6.76,2016-10-31 15:16:14.461
2460,google-proxy-66-102-6-76.google.com.,66.102.6.72,2016-10-31 15:21:19.535
9564,,2600:1008:b104:bb53:9c20:ee7b:7a62:bd76,2016-10-31 15:16:16.185
7471,,74.51.217.30,2016-10-31 15:16:17.727
7471,,74.51.217.30,2016-10-31 15:16:18.018
1973,OCM-DSL-69-49-213-184.srcaccess.net.,69.49.213.184,2016-10-31 15:16:20.649
1973,OCM-DSL-69-49-213-184.srcaccess.net.,69.49.213.184,2016-10-31 15:16:20.650
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-10-31 15:15:49.027
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-10-31 15:15:49.374
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-10-31 15:16:01.475
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-10-31 15:16:22.675
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-10-31 15:16:22.932
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-11-01 13:02:55.378
7955,colo-static-ip-66-43-193-125.dsl.netins.net.,66.43.193.125,2016-11-01 13:17:23.197
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:30:31.101
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:30:31.098
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:46:27.904
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:46:27.963
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:46:28.664
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:46:40.344
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 14:58:11.929
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 15:04:16.781
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 15:16:02.479
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 15:16:26.051
9026,66-188-37-90.static.bycy.mi.charter.com.,66.188.37.90,2016-10-31 15:17:43.173
1898,50-248-41-177-static.hfc.comcastbusiness.net.,50.248.41.177,2016-10-31 15:16:31.877
1898,50-248-41-177-static.hfc.comcastbusiness.net.,50.248.41.177,2016-10-31 15:16:31.897
4708,mail14.ess.barracuda.com.,64.235.154.106,2016-10-31 15:16:34.723
5197,google-proxy-66-249-80-6.google.com.,66.249.80.6,2016-10-31 14:46:45.137
5197,google-proxy-66-249-80-6.google.com.,66.249.80.4,2016-10-31 14:49:39.895
5197,google-proxy-66-249-80-6.google.com.,66.249.88.17,2016-10-31 15:16:36.295
5197,google-proxy-66-249-80-6.google.com.,66.102.6.72,2016-10-31 17:32:36.857
2738,ip-64-119-52-6.sag.speednetllc.com.,64.119.52.6,2016-10-31 15:16:42.964
4898,google-proxy-66-249-80-6.google.com.,66.249.80.6,2016-10-31 15:16:54.706
4898,google-proxy-66-249-80-6.google.com.,66.102.6.76,2016-11-01 21:08:09.043
6725,google-proxy-66-249-88-20.google.com.,66.249.88.20,2016-10-31 15:16:59.701
6725,google-proxy-66-249-88-20.google.com.,66.249.80.8,2016-11-01 11:37:55.959
2767,ip207202.pat.wvnet.edu.,129.71.207.202,2016-10-31 15:17:01.833
9242,google-proxy-66-249-88-20.google.com.,66.249.88.20,2016-10-31 15:17:02.940
3075,,4.79.123.0,2016-10-31 15:17:03.136
9320,ip46-228-136-64.static.ctstelecom.net.,64.136.228.46,2016-10-31 15:17:19.851
3921,rrcs-74-219-81-2.central.biz.rr.com.,74.219.81.2,2016-10-31 15:17:20.921
3921,rrcs-74-219-81-2.central.biz.rr.com.,74.219.81.2,2016-10-31 15:17:20.921
3921,rrcs-74-219-81-2.central.biz.rr.com.,74.219.81.2,2016-10-31 15:17:23.522
3921,rrcs-74-219-81-2.central.biz.rr.com.,74.219.81.2,2016-10-31 15:17:23.524
7526,mail.fitchburgma.gov.,96.233.124.90,2016-10-31 13:35:11.112
7526,mail.fitchburgma.gov.,96.233.124.90,2016-10-31 13:35:13.403
7526,mail.fitchburgma.gov.,96.233.124.90,2016-10-31 15:17:27.103
6044,,66.102.228.138,2016-10-31 15:17:30.529
6044,,66.102.228.138,2016-10-31 15:17:30.530
5825,75-109-186-100.hdsncmta01.com.dyn.suddenlink.net.,75.109.186.100,2016-10-31 15:17:36.654
5825,75-109-186-100.hdsncmta01.com.dyn.suddenlink.net.,75.109.186.100,2016-10-31 15:17:36.623
961,74-51-138-245.gtmc.net.,74.51.138.245,2016-10-31 14:52:21.811
961,74-51-138-245.gtmc.net.,74.51.138.245,2016-10-31 14:52:21.817
961,74-51-138-245.gtmc.net.,74.51.138.245,2016-10-31 15:05:30.478
961,74-51-138-245.gtmc.net.,74.51.138.245,2016-10-31 15:05:30.727
961,74-51-138-245.gtmc.net.,74.51.138.245,2016-10-31 15:17:39.449
961,74-51-138-245.gtmc.net.,74.51.138.245,2016-10-31 15:17:39.447
7186,24-158-204-122.dhcp.kgpt.tn.charter.com.,24.158.204.122,2016-10-31 15:17:41.023
7186,24-158-204-122.dhcp.kgpt.tn.charter.com.,24.158.204.122,2016-10-31 15:17:41.029
7186,24-158-204-122.dhcp.kgpt.tn.charter.com.,24.183.193.114,2016-11-01 22:13:11.595
6739,184-158-50-172.dyn.centurytel.net.,184.158.50.172,2016-10-31 15:17:42.380
1080,97-90-233-12.dhcp.eucl.wi.charter.com.,97.90.233.12,2016-10-31 15:17:44.733
1080,97-90-233-12.dhcp.eucl.wi.charter.com.,2600:1008:b163:9b8f:7d09:e064:8312:5874,2016-11-01 15:29:13.785
8266,google-proxy-66-249-88-14.google.com.,66.249.88.14,2016-10-31 15:17:45.135
6241,mail0.ess.barracuda.com.,64.235.153.8,2016-10-31 13:49:31.661
6241,mail0.ess.barracuda.com.,207.74.54.2,2016-10-31 13:56:43.615
6241,mail0.ess.barracuda.com.,207.74.54.2,2016-10-31 15:17:46.943
6241,mail0.ess.barracuda.com.,207.74.54.2,2016-10-31 15:58:02.818
3607,97-85-36-214.dhcp.bycy.mi.charter.com.,97.85.36.214,2016-10-31 15:17:53.159
3607,97-85-36-214.dhcp.bycy.mi.charter.com.,97.85.36.214,2016-10-31 15:17:53.140
4269,rrcs-98-103-131-54.central.biz.rr.com.,98.103.131.54,2016-10-31 15:17:58.781
4269,rrcs-98-103-131-54.central.biz.rr.com.,98.103.131.54,2016-10-31 15:17:59.339
5679,google-proxy-66-249-88-14.google.com.,66.249.88.14,2016-10-31 15:18:01.122
3443,h74.216.190.173.static.ip.windstream.net.,173.190.216.74,2016-10-31 15:18:02.132
5248,97-83-186-154.dhcp.stpt.wi.charter.com.,97.83.186.154,2016-10-31 15:18:02.297
5248,97-83-186-154.dhcp.stpt.wi.charter.com.,97.83.186.154,2016-10-31 15:18:02.297
5248,97-83-186-154.dhcp.stpt.wi.charter.com.,66.102.6.74,2016-10-31 18:21:59.313
1132,71-13-140-77.static.ftbg.wi.charter.com.,71.13.140.77,2016-10-31 15:18:04.011
1132,71-13-140-77.static.ftbg.wi.charter.com.,71.13.140.77,2016-10-31 15:18:03.986
3270,cpe-72-128-205-163.wi.res.rr.com.,72.128.205.163,2016-10-31 15:18:05.374
9472,mail0.ess.barracuda.com.,64.235.153.7,2016-10-31 14:10:48.487
9472,mail0.ess.barracuda.com.,98.224.157.0,2016-10-31 14:35:22.035
9472,mail0.ess.barracuda.com.,98.224.157.0,2016-10-31 14:35:22.272
9472,mail0.ess.barracuda.com.,98.224.157.0,2016-10-31 15:18:08.855
9472,mail0.ess.barracuda.com.,98.224.157.0,2016-10-31 15:18:09.009
5417,,164.119.71.21,2016-10-31 15:16:04.683
5417,,164.119.71.21,2016-10-31 15:18:12.462
4329,bal-bb-ded-optical6-ws-11.dsl.airstreamcomm.net.,64.33.135.204,2016-10-31 14:59:10.755
4329,bal-bb-ded-optical6-ws-11.dsl.airstreamcomm.net.,64.33.135.204,2016-10-31 15:18:31.549
4329,bal-bb-ded-optical6-ws-11.dsl.airstreamcomm.net.,64.33.135.204,2016-10-31 15:18:31.388
7763,google-proxy-66-249-80-8.google.com.,66.249.80.8,2016-10-31 15:18:44.412
7763,google-proxy-66-249-80-8.google.com.,66.249.80.4,2016-10-31 15:19:23.662
8193,airstream-baldwin-city-river-falls-ws-1.direct.airstreamcomm.net.,68.65.37.18,2016-10-31 15:18:45.267
8193,airstream-baldwin-city-river-falls-ws-1.direct.airstreamcomm.net.,68.65.37.18,2016-10-31 15:18:45.553
3072,wsip-68-110-217-25.ks.ok.cox.net.,68.110.217.25,2016-10-31 15:18:55.445
390,main-10-176.65.68.lighthouse.net.,68.65.177.10,2016-10-31 14:26:17.276
390,main-10-176.65.68.lighthouse.net.,66.249.88.17,2016-10-31 14:43:16.578
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:12:18.336
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:12:18.917
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:13:02.154
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:13:02.067
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:18:55.746
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:19:33.830
390,main-10-176.65.68.lighthouse.net.,136.181.195.28,2016-10-31 15:20:10.243
390,main-10-176.65.68.lighthouse.net.,68.65.177.10,2016-10-31 16:41:41.360
9191,google-proxy-66-249-80-4.google.com.,66.249.80.4,2016-10-31 15:18:56.505
9191,google-proxy-66-249-80-4.google.com.,66.249.84.4,2016-11-04 20:30:00.680
7941,rrcs-70-61-254-2.central.biz.rr.com.,70.61.254.2,2016-10-31 15:19:19.591
9183,174-124-61-16.dyn.centurytel.net.,174.124.61.16,2016-10-31 15:19:22.020
9183,174-124-61-16.dyn.centurytel.net.,174.124.61.16,2016-11-01 12:43:54.201
1250,static-209-174-184-28.marshall.k12.il.us.,209.174.184.28,2016-10-31 15:19:27.273
1250,static-209-174-184-28.marshall.k12.il.us.,209.174.184.28,2016-10-31 15:19:27.273
8660,165-234-251-39.state.nd.us.,165.234.251.39,2016-10-31 15:19:24.508
8660,165-234-251-39.state.nd.us.,165.234.251.39,2016-10-31 15:19:24.509
8660,165-234-251-39.state.nd.us.,165.234.251.39,2016-10-31 15:19:27.830
8660,165-234-251-39.state.nd.us.,165.234.251.39,2016-10-31 15:19:27.840
7441,mail0.ess.barracuda.com.,64.235.153.7,2016-10-31 15:19:30.888
5945,,173.59.165.152,2016-10-31 15:19:42.916
404,williamb.co.travis.tx.us.,198.214.211.101,2016-10-31 15:19:50.162
404,williamb.co.travis.tx.us.,198.214.211.101,2016-11-01 13:52:18.685
8275,adsl-99-186-75-246.dsl.pnblar.sbcglobal.net.,99.186.75.246,2016-10-31 15:19:58.946
8505,dsl-100194.cochrane.mwt.net.,207.190.107.194,2016-10-31 14:47:05.115
8505,dsl-100194.cochrane.mwt.net.,207.190.107.194,2016-10-31 14:47:16.388
8505,dsl-100194.cochrane.mwt.net.,207.190.107.194,2016-10-31 14:47:16.386
8505,dsl-100194.cochrane.mwt.net.,207.190.107.194,2016-10-31 14:53:11.982
8505,dsl-100194.cochrane.mwt.net.,207.190.107.194,2016-10-31 15:19:59.917
8416,208-80-150-107.wireless.royell.org.,208.80.150.107,2016-10-31 15:20:01.771
5372,,205.213.47.2,2016-10-31 15:20:03.537
5372,,205.213.47.2,2016-10-31 15:20:03.538
2400,google-proxy-66-249-88-17.google.com.,66.249.88.17,2016-10-31 15:20:15.100
706,,2600:1:c424:b639:1c73:a9fe:3e0e:887f,2016-10-31 15:20:28.953
706,,205.204.187.115,2016-10-31 16:07:24.969
706,,205.204.187.115,2016-10-31 16:07:24.986
9659,mail14.ess.barracuda.com.,64.235.154.141,2016-10-31 13:17:46.713
9659,mail14.ess.barracuda.com.,24.180.205.82,2016-10-31 15:20:33.904
9659,mail14.ess.barracuda.com.,24.180.205.82,2016-10-31 15:20:34.073
3869,249.sub-70-210-71.myvzw.com.,70.210.71.249,2016-10-31 15:20:40.770
3861,google-proxy-66-249-88-17.google.com.,66.249.88.17,2016-10-31 15:20:38.116
3861,google-proxy-66-249-88-17.google.com.,66.249.88.14,2016-10-31 15:20:44.270
4641,mail.ci.plymouth.mi.us.,209.124.44.234,2016-10-31 15:20:48.615
9010,174-125-228-141.dyn.centurytel.net.,174.125.228.141,2016-10-31 15:20:50.231
2387,,2600:1008:b164:fe81:b553:4fd7:e61a:e56a,2016-10-31 15:20:51.275
1768,h75-100-85-178.mdtnwi.dsl.dynamic.tds.net.,75.100.85.178,2016-10-31 15:20:52.663
1854,,12.199.20.242,2016-10-31 14:40:18.888
1854,,66.249.88.17,2016-10-31 15:20:52.987
9045,c-75-69-0-19.hsd1.vt.comcast.net.,75.69.0.19,2016-10-31 14:14:39.876
9045,c-75-69-0-19.hsd1.vt.comcast.net.,75.69.0.19,2016-10-31 14:15:12.689
9045,c-75-69-0-19.hsd1.vt.comcast.net.,75.69.0.19,2016-10-31 14:15:12.782
9045,c-75-69-0-19.hsd1.vt.comcast.net.,75.69.0.19,2016-10-31 15:20:57.360
9045,c-75-69-0-19.hsd1.vt.comcast.net.,75.69.0.19,2016-10-31 15:21:01.428
9045,c-75-69-0-19.hsd1.vt.comcast.net.,75.69.0.19,2016-10-31 16:53:18.725
7052,vpn.co.cerro-gordo.ia.us.,167.142.22.161,2016-10-31 15:09:05.879
7052,vpn.co.cerro-gordo.ia.us.,167.142.22.161,2016-10-31 15:09:06.244
7052,vpn.co.cerro-gordo.ia.us.,167.142.22.161,2016-10-31 15:21:03.293
7052,vpn.co.cerro-gordo.ia.us.,167.142.22.161,2016-10-31 15:21:03.300
7052,vpn.co.cerro-gordo.ia.us.,167.142.22.161,2016-10-31 21:37:15.796
7052,vpn.co.cerro-gordo.ia.us.,167.142.22.161,2016-11-01 13:57:11.404
843,google-proxy-66-249-88-14.google.com.,66.249.88.14,2016-10-31 15:21:09.106
7527,cheqtel-96-47-126-206.open.airstreamcomm.net.,96.47.126.206,2016-10-31 15:21:21.428
7527,cheqtel-96-47-126-206.open.airstreamcomm.net.,96.47.126.206,2016-10-31 15:21:21.394
797,mail0.ess.barracuda.com.,64.235.153.8,2016-10-31 15:18:37.274
797,mail0.ess.barracuda.com.,74.62.94.78,2016-10-31 15:21:22.407
797,mail0.ess.barracuda.com.,74.62.94.78,2016-10-31 15:21:22.408
2653,h2.162.21.98.static.ip.windstream.net.,98.21.162.2,2016-10-31 15:21:21.191
2653,h2.162.21.98.static.ip.windstream.net.,98.21.162.2,2016-10-31 15:21:22.495
2653,h2.162.21.98.static.ip.windstream.net.,98.21.162.2,2016-10-31 15:21:22.562
7464,173-166-59-60-newengland.hfc.comcastbusiness.net.,173.166.59.60,2016-10-31 15:21:30.746
7464,173-166-59-60-newengland.hfc.comcastbusiness.net.,173.166.59.60,2016-10-31 15:21:30.691
5761,67-221-114-171.unassigned.ntelos.net.,67.221.114.171,2016-10-31 15:12:30.221
5761,67-221-114-171.unassigned.ntelos.net.,67.221.114.171,2016-10-31 15:21:31.680
5761,67-221-114-171.unassigned.ntelos.net.,67.221.114.171,2016-10-31 15:21:31.674
5761,67-221-114-171.unassigned.ntelos.net.,67.221.114.171,2016-10-31 17:24:56.824
8000,68-115-54-105.static.eucl.wi.charter.com.,68.115.54.105,2016-10-31 15:21:31.766
5727,0-253-192-46.dynamic.edgebroadband.com.,192.253.0.46,2016-10-31 15:21:53.343
5496,,207.138.105.181,2016-10-31 15:16:11.597
5496,,207.138.105.181,2016-10-31 15:21:56.779
5496,,207.138.105.181,2016-10-31 15:21:56.895
6634,rrcs-98-100-228-200.central.biz.rr.com.,98.100.228.200,2016-10-31 15:19:17.621
6634,rrcs-98-100-228-200.central.biz.rr.com.,98.100.228.200,2016-10-31 15:22:00.623
9437,outbound.stafford.va.us.,65.207.10.62,2016-10-31 14:36:18.883
9437,outbound.stafford.va.us.,65.207.10.62,2016-10-31 14:36:18.852
9437,outbound.stafford.va.us.,65.207.10.62,2016-10-31 15:22:08.428
9391,184-158-41-197.dyn.centurytel.net.,184.158.41.197,2016-10-31 15:22:09.535
9391,184-158-41-197.dyn.centurytel.net.,184.158.41.197,2016-10-31 15:22:09.531
5872,google-proxy-66-102-6-72.google.com.,66.102.6.72,2016-10-31 15:22:21.205
4632,dsl-b-19.nortex.net.,65.162.73.19,2016-10-31 15:22:23.102
4632,dsl-b-19.nortex.net.,65.162.73.19,2016-10-31 15:22:23.114
1761,97-88-248-162.static.mdsn.wi.charter.com.,97.88.248.162,2016-10-31 15:22:23.953
1761,97-88-248-162.static.mdsn.wi.charter.com.,97.88.248.162,2016-10-31 15:22:23.959
5711,google-proxy-66-249-80-6.google.com.,66.249.80.6,2016-10-31 15:22:51.138
5711,google-proxy-66-249-80-6.google.com.,66.249.80.6,2016-10-31 17:20:10.226
8811,69-92-138-90.cpe.cableone.net.,69.92.138.90,2016-10-31 15:20:15.214
8811,69-92-138-90.cpe.cableone.net.,69.92.138.90,2016-10-31 15:20:16.092
8811,69-92-138-90.cpe.cableone.net.,69.92.138.90,2016-10-31 15:20:46.212
8811,69-92-138-90.cpe.cableone.net.,69.92.138.90,2016-10-31 15:20:46.212
8811,69-92-138-90.cpe.cableone.net.,69.92.138.90,2016-10-31 15:23:02.881
453,,198.110.144.50,2016-10-31 15:23:05.551
453,,198.110.144.50,2016-10-31 15:23:05.548
5464,,209.152.98.220,2016-10-31 15:23:16.290
5464,,209.152.98.220,2016-10-31 15:23:16.303
3892,fttb-69-27-84-143.bvunet.net.,69.27.84.143,2016-10-31 15:23:19.151
3892,fttb-69-27-84-143.bvunet.net.,69.27.84.143,2016-10-31 15:23:19.995
4901,mil-bb-pppoe7-ws-465.dsl.airstreamcomm.net.,208.157.191.212,2016-10-31 15:11:10.033
4901,mil-bb-pppoe7-ws-465.dsl.airstreamcomm.net.,208.157.191.212,2016-10-31 15:23:19.321
4901,mil-bb-pppoe7-ws-465.dsl.airstreamcomm.net.,208.157.191.212,2016-10-31 15:23:19.363
5449,,2602:301:7764:c0d0:806e:f2d2:dda4:ea01,2016-10-31 15:23:29.472
5449,,2602:301:7764:c0d0:806e:f2d2:dda4:ea01,2016-10-31 15:23:29.459
5449,,2602:301:7764:c0d0:806e:f2d2:dda4:ea01,2016-10-31 15:23:30.591
5449,,2602:301:7764:c0d0:806e:f2d2:dda4:ea01,2016-10-31 15:23:30.599
5449,,2602:301:7764:c0d0:806e:f2d2:dda4:ea01,2016-10-31 15:23:30.747
9071,h75-100-190-22.lncswi.dsl.dynamic.tds.net.,75.100.190.22,2016-10-31 15:23:34.719
8985,hardcodedstatics1-119.geusnet.com.,63.246.54.120,2016-10-31 15:23:43.414
8985,hardcodedstatics1-119.geusnet.com.,63.246.54.120,2016-10-31 15:23:43.415
5116,104-159-238-178.static.sgnw.mi.charter.com.,104.159.238.178,2016-10-31 15:23:43.548
6669,245.sub-70-194-17.myvzw.com.,70.194.17.245,2016-10-31 15:23:44.743
3122,google-proxy-66-249-80-8.google.com.,66.249.80.8,2016-10-31 15:23:47.858
1247,mail14.ess.barracuda.com.,64.235.154.141,2016-10-31 15:17:44.630
1247,mail14.ess.barracuda.com.,96.11.255.210,2016-10-31 15:23:53.621
1247,mail14.ess.barracuda.com.,96.11.255.210,2016-10-31 15:23:54.341
3161,174-124-87-27.dyn.centurytel.net.,174.124.87.27,2016-10-31 15:22:52.911
3161,174-124-87-27.dyn.centurytel.net.,174.124.87.27,2016-10-31 15:24:11.711
3161,174-124-87-27.dyn.centurytel.net.,174.124.87.27,2016-10-31 15:24:11.724
979,,2600:8805:8086:1700:5010:d8ef:6787:8049,2016-10-31 15:20:24.571
979,,2600:8805:8086:1700:5010:d8ef:6787:8049,2016-10-31 15:20:38.878
979,,66.102.8.198,2016-10-31 15:24:12.963
979,,66.102.8.196,2016-11-01 13:40:26.649
7783,209-103-249-123.wal00-d.excel.net.,209.103.249.123,2016-10-31 15:24:13.435
7783,209-103-249-123.wal00-d.excel.net.,209.103.249.123,2016-10-31 15:24:13.439
3220,google-proxy-66-249-88-14.google.com.,66.249.88.14,2016-10-31 15:24:18.026
3220,google-proxy-66-249-88-14.google.com.,66.249.80.6,2016-10-31 17:14:34.701
9607,google-proxy-66-249-80-4.google.com.,66.249.80.4,2016-10-31 15:24:19.599
8156,google-proxy-66-249-88-17.google.com.,66.249.88.17,2016-10-31 15:24:21.702
1840,64-25-195-154-static.cmsinter.net.,64.25.195.154,2016-10-31 15:24:23.854
1840,64-25-195-154-static.cmsinter.net.,64.25.195.154,2016-10-31 15:24:23.944
4911,rrcs-67-52-210-66.west.biz.rr.com.,67.52.210.66,2016-10-31 15:24:24.527
4911,rrcs-67-52-210-66.west.biz.rr.com.,67.52.210.66,2016-10-31 15:24:24.665
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-10-31 15:13:50.646
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-10-31 15:14:23.769
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-10-31 15:14:24.786
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-10-31 15:24:22.707
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-10-31 15:24:27.511
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-10-31 15:24:39.733
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-11-01 12:57:24.853
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-11-01 13:16:50.769
8415,rrcs-70-60-59-34.central.biz.rr.com.,70.60.59.34,2016-11-01 15:58:52.945
5397,174-124-87-27.dyn.centurytel.net.,174.124.87.27,2016-10-31 15:24:29.275
5245,mail14.ess.barracuda.com.,64.235.154.104,2016-10-31 15:24:29.637
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 14:59:11.715
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:22:59.617
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:23:08.157
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:23:09.180
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:24:16.442
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:24:39.744
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:24:39.971
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:24:40.457
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:25:41.840
1089,mail.forsythtwpmi.org.,24.213.20.122,2016-10-31 15:45:40.727
4206,mail14.ess.barracuda.com.,64.235.154.141,2016-10-31 15:21:05.624
4206,mail14.ess.barracuda.com.,174.79.109.211,2016-10-31 15:24:48.215
4206,mail14.ess.barracuda.com.,174.79.109.211,2016-10-31 15:24:48.935
2435,71-86-212-58.dhcp.fdul.wi.charter.com.,71.86.212.58,2016-10-31 15:24:49.420
2435,71-86-212-58.dhcp.fdul.wi.charter.com.,71.86.212.58,2016-10-31 15:24:49.407
9639,static-184-9-109-50.arr01.civl.wi.frontiernet.net.,184.9.109.50,2016-10-31 15:24:54.309
322,47-51-68-227.static.oxfr.ma.charter.com.,47.51.68.227,2016-10-31 15:24:57.018
322,47-51-68-227.static.oxfr.ma.charter.com.,47.51.68.227,2016-10-31 15:24:57.050
322,47-51-68-227.static.oxfr.ma.charter.com.,47.51.68.227,2016-10-31 15:35:09.290
2785,nts-55.247-209-205.nts-online.net.,205.209.247.55,2016-10-31 15:21:39.541
2785,nts-55.247-209-205.nts-online.net.,205.209.247.55,2016-10-31 15:22:27.255
2785,nts-55.247-209-205.nts-online.net.,205.209.247.55,2016-10-31 15:22:27.255
2785,nts-55.247-209-205.nts-online.net.,205.209.247.55,2016-10-31 15:25:00.824
2785,nts-55.247-209-205.nts-online.net.,205.209.247.55,2016-10-31 15:25:00.825
554,google-proxy-66-249-80-8.google.com.,66.249.80.8,2016-10-31 15:25:01.004
4264,portal.co.mendocino.ca.us.,173.228.118.114,2016-10-31 15:25:02.553
912,ip245.cable.shentel.net.,24.53.79.245,2016-10-31 15:25:03.945
1068,,184.21.171.98,2016-10-31 15:24:47.939
1068,,184.21.171.98,2016-10-31 15:25:06.377
4086,google-proxy-66-249-80-6.google.com.,66.249.80.6,2016-10-31 15:25:10.735
650,,64.57.228.127,2016-10-31 15:25:09.578
650,,64.57.228.127,2016-10-31 15:25:11.874
6821,50-197-103-29-static.hfc.comcastbusiness.net.,50.197.103.29,2016-10-31 15:25:13.001
6821,50-197-103-29-static.hfc.comcastbusiness.net.,50.197.103.29,2016-10-31 15:25:13.001
6821,50-197-103-29-static.hfc.comcastbusiness.net.,2602:304:780a:5ef0:5fe:7694:a4d4:36c,2016-11-01 02:10:52.072
